nohup: ignoring input
Starting from scratch
Epoch 1 of 2000
Found 300 cases for training
   Iteration 1 of 100, loss = 0.024611137807369232
   Iteration 72 of 100, loss = 0.0075105523574166
   Iteration 73 of 100, loss = 0.0074447214201552
   Iteration 74 of 100, loss = 0.007473220561026923
   Iteration 75 of 100, loss = 0.007477741219724218
   Iteration 76 of 100, loss = 0.007411244015920123
   Iteration 77 of 100, loss = 0.007399596162019418
   Iteration 78 of 100, loss = 0.007449154512216456
   Iteration 79 of 100, loss = 0.007499305693479844
   Iteration 80 of 100, loss = 0.007492368054226972
   Iteration 81 of 100, loss = 0.007459376636823571
   Iteration 82 of 100, loss = 0.007443037982916505
   Iteration 83 of 100, loss = 0.007459654391417841
   Iteration 84 of 100, loss = 0.007431477870947371
   Iteration 85 of 100, loss = 0.00743932466241805
   Iteration 86 of 100, loss = 0.00740941017487108
   Iteration 87 of 100, loss = 0.007392894281288502
   Iteration 88 of 100, loss = 0.0073726379698862065
   Iteration 89 of 100, loss = 0.007353180132576086
   Iteration 90 of 100, loss = 0.007416039552643068
   Iteration 91 of 100, loss = 0.007418995756389839
   Iteration 92 of 100, loss = 0.007386569351302055
   Iteration 93 of 100, loss = 0.0073818365757864325
   Iteration 94 of 100, loss = 0.007392822856460005
   Iteration 95 of 100, loss = 0.00740272382421321
   Iteration 96 of 100, loss = 0.0073723588066059165
   Iteration 97 of 100, loss = 0.007426266272830748
   Iteration 98 of 100, loss = 0.007405122896485335
   Iteration 99 of 100, loss = 0.007386125631235314
   Iteration 100 of 100, loss = 0.007410093748476356

   End of epoch 23; saving model... 

Epoch 24 of 2000
   Iteration 1 of 100, loss = 0.008175543509423733
   Iteration 2 of 100, loss = 0.007973227417096496
   Iteration 3 of 100, loss = 0.007367292419075966
   Iteration 4 of 100, loss = 0.007669171318411827
   Iteration 5 of 100, loss = 0.008193219266831874
   Iteration 6 of 100, loss = 0.008138029836118221
   Iteration 7 of 100, loss = 0.007942226715385914
   Iteration 8 of 100, loss = 0.007610842643771321
   Iteration 9 of 100, loss = 0.007166588860046532
   Iteration 10 of 100, loss = 0.007447870052419603
   Iteration 11 of 100, loss = 0.00735454517416656
   Iteration 12 of 100, loss = 0.007105991069693118
   Iteration 13 of 100, loss = 0.006991696311160922
   Iteration 14 of 100, loss = 0.006803270246434424
   Iteration 15 of 100, loss = 0.0071329528000205755
   Iteration 16 of 100, loss = 0.006938280494068749
   Iteration 17 of 100, loss = 0.007312877665219062
   Iteration 18 of 100, loss = 0.007203824675848914
   Iteration 19 of 100, loss = 0.007283166259233104
   Iteration 20 of 100, loss = 0.007166689692530781
   Iteration 21 of 100, loss = 0.007237798279328715
   Iteration 22 of 100, loss = 0.007323396233418448
   Iteration 23 of 100, loss = 0.00719089788870643
   Iteration 24 of 100, loss = 0.0072201106522697955
   Iteration 25 of 100, loss = 0.007126853512600065
   Iteration 26 of 100, loss = 0.007032545578952592
   Iteration 27 of 100, loss = 0.0070565728108502096
   Iteration 28 of 100, loss = 0.007125809713865497
   Iteration 29 of 100, loss = 0.0071716995123003065
   Iteration 30 of 100, loss = 0.007075382730302711
   Iteration 31 of 100, loss = 0.007166437857273606
   Iteration 32 of 100, loss = 0.007153758757340256
   Iteration 33 of 100, loss = 0.007184400738245158
   Iteration 34 of 100, loss = 0.007089419201399912
   Iteration 35 of 100, loss = 0.007125085479180728
   Iteration 36 of 100, loss = 0.007051243479104919
   Iteration 37 of 100, loss = 0.006976424194117253
   Iteration 38 of 100, loss = 0.00695242436823288
   Iteration 39 of 100, loss = 0.006989943585955562
   Iteration 40 of 100, loss = 0.0068884929933119565
   Iteration 41 of 100, loss = 0.006869348135163508
   Iteration 42 of 100, loss = 0.006952066312632745
   Iteration 43 of 100, loss = 0.006921851471456331
   Iteration 44 of 100, loss = 0.0069655092613009565
   Iteration 45 of 100, loss = 0.00695499442000356
   Iteration 46 of 100, loss = 0.006997297978555055
   Iteration 47 of 100, loss = 0.006986363885052344
   Iteration 48 of 100, loss = 0.007039134773852614
   Iteration 49 of 100, loss = 0.007022445836123459
   Iteration 50 of 100, loss = 0.006999965938739479
   Iteration 51 of 100, loss = 0.006978149493864062
   Iteration 52 of 100, loss = 0.007107657546070046
   Iteration 53 of 100, loss = 0.007130728705065712
   Iteration 54 of 100, loss = 0.007129808116048851
   Iteration 55 of 100, loss = 0.007157053362408823
   Iteration 56 of 100, loss = 0.007181611348642036
   Iteration 57 of 100, loss = 0.007199758912943173
   Iteration 58 of 100, loss = 0.007266977821990591
   Iteration 59 of 100, loss = 0.007282407926711238
   Iteration 60 of 100, loss = 0.007274650537874549
   Iteration 61 of 100, loss = 0.007355195473971181
   Iteration 62 of 100, loss = 0.007385708485549736
   Iteration 63 of 100, loss = 0.007363959810593062
   Iteration 64 of 100, loss = 0.0074038777565874625
   Iteration 65 of 100, loss = 0.007395386147814301
   Iteration 66 of 100, loss = 0.007354677086837139
   Iteration 67 of 100, loss = 0.00734122938810111
   Iteration 68 of 100, loss = 0.007353058156749124
   Iteration 69 of 100, loss = 0.0073488842108813315
   Iteration 70 of 100, loss = 0.007399898118871664
   Iteration 71 of 100, loss = 0.0073865555508823046
   Iteration 72 of 100, loss = 0.0074085583748658085
   Iteration 73 of 100, loss = 0.0074150490427823505
   Iteration 74 of 100, loss = 0.00736702757421881
   Iteration 75 of 100, loss = 0.007325056465342641
   Iteration 76 of 100, loss = 0.0073231572965405094
   Iteration 77 of 100, loss = 0.007328986737562658
   Iteration 78 of 100, loss = 0.0072804146016446445
   Iteration 79 of 100, loss = 0.007316028581389898
   Iteration 80 of 100, loss = 0.007313411857467145
   Iteration 81 of 100, loss = 0.007280371611776911
   Iteration 82 of 100, loss = 0.007249323918097993
   Iteration 83 of 100, loss = 0.007247816389763212
   Iteration 84 of 100, loss = 0.0072569036967165415
   Iteration 85 of 100, loss = 0.007214244690668933
   Iteration 86 of 100, loss = 0.007215280275315393
   Iteration 87 of 100, loss = 0.007191600925663765
   Iteration 88 of 100, loss = 0.007181394427210431
   Iteration 89 of 100, loss = 0.0071942482635462554
   Iteration 90 of 100, loss = 0.007193953647381729
   Iteration 91 of 100, loss = 0.007229078325678359
   Iteration 92 of 100, loss = 0.007186447657422041
   Iteration 93 of 100, loss = 0.00716513381039183
   Iteration 94 of 100, loss = 0.00712628440406332
   Iteration 95 of 100, loss = 0.007110756613608254
   Iteration 96 of 100, loss = 0.007252679844289863
   Iteration 97 of 100, loss = 0.007298567550756114
   Iteration 98 of 100, loss = 0.007323853365069598
   Iteration 99 of 100, loss = 0.007313882214760389
   Iteration 100 of 100, loss = 0.007366229284089059

   End of epoch 24; saving model... 

Epoch 25 of 2000
   Iteration 1 of 100, loss = 0.006185293197631836
   Iteration 2 of 100, loss = 0.0063473444897681475
   Iteration 3 of 100, loss = 0.007222986624886592
   Iteration 4 of 100, loss = 0.006701169069856405
   Iteration 5 of 100, loss = 0.0069249775260686874
   Iteration 6 of 100, loss = 0.007148496496180694
   Iteration 7 of 100, loss = 0.007037187261240823
   Iteration 8 of 100, loss = 0.006719575903844088
   Iteration 9 of 100, loss = 0.006467347654203574
   Iteration 10 of 100, loss = 0.006280975649133325
   Iteration 11 of 100, loss = 0.006016338138248433
   Iteration 12 of 100, loss = 0.006022947588159393
   Iteration 13 of 100, loss = 0.0065465133028248185
   Iteration 14 of 100, loss = 0.006779352119857711
   Iteration 15 of 100, loss = 0.006642991692448656
   Iteration 16 of 100, loss = 0.006710828994982876
   Iteration 17 of 100, loss = 0.006678078309906756
   Iteration 18 of 100, loss = 0.0068294614320620894
   Iteration 19 of 100, loss = 0.006862002829285829
   Iteration 20 of 100, loss = 0.00685466491850093
   Iteration 21 of 100, loss = 0.006874076678373274
   Iteration 22 of 100, loss = 0.0067697480342096905
   Iteration 23 of 100, loss = 0.007027553080621621
   Iteration 24 of 100, loss = 0.007115216586195554
   Iteration 25 of 100, loss = 0.007122672973200679
   Iteration 26 of 100, loss = 0.007114890971794152
   Iteration 27 of 100, loss = 0.007024415811799743
   Iteration 28 of 100, loss = 0.007133367413189262
   Iteration 29 of 100, loss = 0.0072266081235660565
   Iteration 30 of 100, loss = 0.00718346678186208
   Iteration 31 of 100, loss = 0.007187531292138081
   Iteration 32 of 100, loss = 0.007325708334974479
   Iteration 33 of 100, loss = 0.0074210356793959036
   Iteration 34 of 100, loss = 0.007548124495181529
   Iteration 35 of 100, loss = 0.007619397308943527
   Iteration 36 of 100, loss = 0.007539383982980831
   Iteration 37 of 100, loss = 0.0076154580125836905
   Iteration 38 of 100, loss = 0.00763353165606723
   Iteration 39 of 100, loss = 0.007622350299826417
   Iteration 40 of 100, loss = 0.007571275479858741
   Iteration 41 of 100, loss = 0.007585751205092159
   Iteration 42 of 100, loss = 0.007694637973881548
   Iteration 43 of 100, loss = 0.007605954885569422
   Iteration 44 of 100, loss = 0.0076711605705151505
   Iteration 45 of 100, loss = 0.00769433051140772
   Iteration 46 of 100, loss = 0.00771936613297009
   Iteration 47 of 100, loss = 0.007736844714096886
   Iteration 48 of 100, loss = 0.007704215133950735
   Iteration 49 of 100, loss = 0.007649858501188609
   Iteration 50 of 100, loss = 0.00771145399659872
   Iteration 51 of 100, loss = 0.007736736762465215
   Iteration 52 of 100, loss = 0.007820915538244523
   Iteration 53 of 100, loss = 0.007746179579352995
   Iteration 54 of 100, loss = 0.007726027785489957
   Iteration 55 of 100, loss = 0.007672288556667892
   Iteration 56 of 100, loss = 0.007615970622282475
   Iteration 57 of 100, loss = 0.007609977395061338
   Iteration 58 of 100, loss = 0.007547842202194292
   Iteration 59 of 100, loss = 0.007545117036265842
   Iteration 60 of 100, loss = 0.007511282238798837
   Iteration 61 of 100, loss = 0.007509310653463739
   Iteration 62 of 100, loss = 0.007474946541591517
   Iteration 63 of 100, loss = 0.00744796780100654
   Iteration 64 of 100, loss = 0.007422072550980374
   Iteration 65 of 100, loss = 0.0074131426114875535
   Iteration 66 of 100, loss = 0.007370538339301041
   Iteration 67 of 100, loss = 0.007300253060938262
   Iteration 68 of 100, loss = 0.007330310304977876
   Iteration 69 of 100, loss = 0.0073435424044188385
   Iteration 70 of 100, loss = 0.007414864861805524
   Iteration 71 of 100, loss = 0.007440128501399722
   Iteration 72 of 100, loss = 0.007421605580020696
   Iteration 73 of 100, loss = 0.007469072382999201
   Iteration 74 of 100, loss = 0.0074028556228841885
   Iteration 75 of 100, loss = 0.007432336816564202
   Iteration 76 of 100, loss = 0.00741633172698417
   Iteration 77 of 100, loss = 0.007397938438074349
   Iteration 78 of 100, loss = 0.0074492745871584005
   Iteration 79 of 100, loss = 0.0074930527524527495
   Iteration 80 of 100, loss = 0.007458175273495726
   Iteration 81 of 100, loss = 0.007443310598049451
   Iteration 82 of 100, loss = 0.007395449827039023
   Iteration 83 of 100, loss = 0.007394391280340861
   Iteration 84 of 100, loss = 0.00738627625451911
   Iteration 85 of 100, loss = 0.007371372844585601
   Iteration 86 of 100, loss = 0.0073661845513121335
   Iteration 87 of 100, loss = 0.007399330659630312
   Iteration 88 of 100, loss = 0.0073968750498765575
   Iteration 89 of 100, loss = 0.007411070822037003
   Iteration 90 of 100, loss = 0.007382193207740783
   Iteration 91 of 100, loss = 0.007438994851986786
   Iteration 92 of 100, loss = 0.007406558056928865
   Iteration 93 of 100, loss = 0.007377951360878444
   Iteration 94 of 100, loss = 0.007393313626303
   Iteration 95 of 100, loss = 0.00737629935243412
   Iteration 96 of 100, loss = 0.007364383864720973
   Iteration 97 of 100, loss = 0.00739100763151787
   Iteration 98 of 100, loss = 0.0073695861762959735
   Iteration 99 of 100, loss = 0.007368506049981924
   Iteration 100 of 100, loss = 0.0073521186131983995

   End of epoch 25; saving model... 

Epoch 26 of 2000
   Iteration 1 of 100, loss = 0.007569674868136644
   Iteration 2 of 100, loss = 0.010070523479953408
   Iteration 3 of 100, loss = 0.008154889879127344
   Iteration 4 of 100, loss = 0.007336664712056518
   Iteration 5 of 100, loss = 0.007167340535670519
   Iteration 6 of 100, loss = 0.0066706900640080375
   Iteration 7 of 100, loss = 0.0068367346456008294
   Iteration 8 of 100, loss = 0.006449937121942639
   Iteration 9 of 100, loss = 0.006192859934849871
   Iteration 10 of 100, loss = 0.006406662939116359
   Iteration 11 of 100, loss = 0.006229417567903345
   Iteration 12 of 100, loss = 0.0062083467685927944
   Iteration 13 of 100, loss = 0.006453228827852469
   Iteration 14 of 100, loss = 0.006825936226440328
   Iteration 15 of 100, loss = 0.006829397566616535
   Iteration 16 of 100, loss = 0.00666614796500653
   Iteration 17 of 100, loss = 0.00704462146934341
   Iteration 18 of 100, loss = 0.006882162635318107
   Iteration 19 of 100, loss = 0.006908525982381482
   Iteration 20 of 100, loss = 0.006790283625014127
   Iteration 21 of 100, loss = 0.006757080754531282
   Iteration 22 of 100, loss = 0.0066079773876646705
   Iteration 23 of 100, loss = 0.0064650865615871935
   Iteration 24 of 100, loss = 0.006624353865239148
   Iteration 25 of 100, loss = 0.006479312656447292
   Iteration 26 of 100, loss = 0.00658089870837732
   Iteration 27 of 100, loss = 0.006839651502323923
   Iteration 28 of 100, loss = 0.006745365556396011
   Iteration 29 of 100, loss = 0.006632456620191705
   Iteration 30 of 100, loss = 0.006736740563064813
   Iteration 31 of 100, loss = 0.006749416536260997
   Iteration 32 of 100, loss = 0.006773694418370724
   Iteration 33 of 100, loss = 0.006793468343940648
   Iteration 34 of 100, loss = 0.0068897649864940085
   Iteration 35 of 100, loss = 0.006975836173764297
   Iteration 36 of 100, loss = 0.006959871440711949
   Iteration 37 of 100, loss = 0.00699456111603492
   Iteration 38 of 100, loss = 0.006888346256394135
   Iteration 39 of 100, loss = 0.006835835806738872
   Iteration 40 of 100, loss = 0.006769276619888842
   Iteration 41 of 100, loss = 0.006728943187470843
   Iteration 42 of 100, loss = 0.006822382077752124
   Iteration 43 of 100, loss = 0.006834059433881627
   Iteration 44 of 100, loss = 0.00680239932526919
   Iteration 45 of 100, loss = 0.006808007922437456
   Iteration 46 of 100, loss = 0.006785257172811291
   Iteration 47 of 100, loss = 0.006767116487026215
   Iteration 48 of 100, loss = 0.006706476832429568
   Iteration 49 of 100, loss = 0.006671061786841981
   Iteration 50 of 100, loss = 0.00663502567447722
   Iteration 51 of 100, loss = 0.006605378899942426
   Iteration 52 of 100, loss = 0.006673701429882875
   Iteration 53 of 100, loss = 0.006683669430818761
   Iteration 54 of 100, loss = 0.00664630847879582
   Iteration 55 of 100, loss = 0.006614224502647465
   Iteration 56 of 100, loss = 0.006649540928525052
   Iteration 57 of 100, loss = 0.006671044754942781
   Iteration 58 of 100, loss = 0.00663212570361793
   Iteration 59 of 100, loss = 0.006705705952530695
   Iteration 60 of 100, loss = 0.006739289336837828
   Iteration 61 of 100, loss = 0.0066982650839280886
   Iteration 62 of 100, loss = 0.006661238907385738
   Iteration 63 of 100, loss = 0.006702451781916713
   Iteration 64 of 100, loss = 0.006753408881195355
   Iteration 65 of 100, loss = 0.006754559063567565
   Iteration 66 of 100, loss = 0.006797089509553079
   Iteration 67 of 100, loss = 0.006763047205089633
   Iteration 68 of 100, loss = 0.006749288288547713
   Iteration 69 of 100, loss = 0.006718739988687245
   Iteration 70 of 100, loss = 0.006699053550671254
   Iteration 71 of 100, loss = 0.006683820681515294
   Iteration 72 of 100, loss = 0.0066686386643495
   Iteration 73 of 100, loss = 0.006644804802506346
   Iteration 74 of 100, loss = 0.0066374032506467525
   Iteration 75 of 100, loss = 0.006582440823937456
   Iteration 76 of 100, loss = 0.006650294989077865
   Iteration 77 of 100, loss = 0.006659509484087686
   Iteration 78 of 100, loss = 0.006655076306719237
   Iteration 79 of 100, loss = 0.006677351659163833
   Iteration 80 of 100, loss = 0.0066863257117802275
