nohup: ignoring input
Loading weights from /autofs/space/nicc_005/users/olchanyi/DiffSR/models_fused/model_fused_v1/checkpoint_1100.pth
Epoch 1101 of 2000
Found 300 cases for training
   Iteration 1 of 100, tot loss = 4.8497419357299805, l1: 0.00010021883645094931, l2: 0.00038475534529425204
   Iteration 47 of 100, tot loss = 4.4224831398497235, l1: 0.00010136440563501116, l2: 0.000340883910192791
   Iteration 48 of 100, tot loss = 4.466464797655742, l1: 0.00010175116631216952, l2: 0.0003448953154171856
   Iteration 49 of 100, tot loss = 4.42683449083445, l1: 0.00010123534400695555, l2: 0.00034144810728766785
   Iteration 50 of 100, tot loss = 4.3996038913726805, l1: 0.00010075597107061185, l2: 0.0003392044204520062
   Iteration 51 of 100, tot loss = 4.372208525152767, l1: 0.00010020969470953751, l2: 0.0003370111599888689
   Iteration 52 of 100, tot loss = 4.355317262502817, l1: 9.972627944639848e-05, l2: 0.00033580544858033623
   Iteration 53 of 100, tot loss = 4.353318016484098, l1: 9.97856020474947e-05, l2: 0.00033554620189671315
   Iteration 54 of 100, tot loss = 4.382192602864018, l1: 0.00010012682873315903, l2: 0.0003380924331226938
   Iteration 55 of 100, tot loss = 4.413063344088468, l1: 0.00010051362809132447, l2: 0.0003407927079189738
   Iteration 56 of 100, tot loss = 4.460331218583243, l1: 0.00010146207569050603, l2: 0.00034457104707793666
   Iteration 57 of 100, tot loss = 4.465523318240517, l1: 0.00010155875753027208, l2: 0.00034499357494305034
   Iteration 58 of 100, tot loss = 4.47441605041767, l1: 0.00010186738855454365, l2: 0.0003455742169472646
   Iteration 59 of 100, tot loss = 4.492607351076805, l1: 0.0001013224310107466, l2: 0.0003479383049741924
   Iteration 60 of 100, tot loss = 4.48579969406128, l1: 0.0001014127037099873, l2: 0.0003471672663484545
   Iteration 61 of 100, tot loss = 4.489909258045134, l1: 0.00010170542408872517, l2: 0.00034728550211885243
   Iteration 62 of 100, tot loss = 4.5656786503330355, l1: 0.00010265527018946745, l2: 0.0003539125959392667
   Iteration 63 of 100, tot loss = 4.610704686906603, l1: 0.0001033410309381517, l2: 0.00035772943847982714
   Iteration 64 of 100, tot loss = 4.593100640922785, l1: 0.00010331352200410038, l2: 0.000355996542793946
   Iteration 65 of 100, tot loss = 4.598316504405095, l1: 0.00010372693314611052, l2: 0.0003561047185660125
   Iteration 66 of 100, tot loss = 4.562963850570448, l1: 0.00010310362973321003, l2: 0.00035319275665449714
   Iteration 67 of 100, tot loss = 4.555748957306592, l1: 0.00010325905103271188, l2: 0.0003523158462050913
   Iteration 68 of 100, tot loss = 4.558452630744261, l1: 0.00010330923888592653, l2: 0.00035253602554268366
   Iteration 69 of 100, tot loss = 4.586098301237908, l1: 0.00010383105499372967, l2: 0.00035477877616463905
   Iteration 70 of 100, tot loss = 4.572000581877572, l1: 0.0001036229678512817, l2: 0.0003535770910925099
   Iteration 71 of 100, tot loss = 4.583863429620233, l1: 0.00010364783745796852, l2: 0.00035473850677052225
   Iteration 72 of 100, tot loss = 4.589390426874161, l1: 0.0001036134948056618, l2: 0.0003553255495110837
   Iteration 73 of 100, tot loss = 4.574852228164673, l1: 0.00010318769497257874, l2: 0.0003542975296923406
   Iteration 74 of 100, tot loss = 4.597832328564412, l1: 0.00010372869301873662, l2: 0.0003560545415353231
   Iteration 75 of 100, tot loss = 4.596153262456258, l1: 0.00010376169064935918, l2: 0.00035585363705952964
   Iteration 76 of 100, tot loss = 4.588679354441793, l1: 0.0001035574167824387, l2: 0.000355310519807972
   Iteration 77 of 100, tot loss = 4.598699709037682, l1: 0.00010357004491681862, l2: 0.00035629992701367223
   Iteration 78 of 100, tot loss = 4.583034946368291, l1: 0.00010333147554028516, l2: 0.00035497202024532435
   Iteration 79 of 100, tot loss = 4.565295566486407, l1: 0.00010309446860205005, l2: 0.00035343508923550053
   Iteration 80 of 100, tot loss = 4.608548077940941, l1: 0.0001037217032717308, l2: 0.0003571331058992655
   Iteration 81 of 100, tot loss = 4.611414094030121, l1: 0.0001037029831894432, l2: 0.00035743842732856903
   Iteration 82 of 100, tot loss = 4.6211549683315, l1: 0.00010355694340854293, l2: 0.0003585585546693992
   Iteration 83 of 100, tot loss = 4.60803848576833, l1: 0.00010333508719460119, l2: 0.00035746876274499233
   Iteration 84 of 100, tot loss = 4.592942640894935, l1: 0.00010283095997736036, l2: 0.0003564633057283659
   Iteration 85 of 100, tot loss = 4.573260960859411, l1: 0.00010263201145468937, l2: 0.00035469408612698317
   Iteration 86 of 100, tot loss = 4.6313462617785435, l1: 0.00010367644113843156, l2: 0.00035945818689110323
   Iteration 87 of 100, tot loss = 4.654498229081604, l1: 0.00010398597128344057, l2: 0.0003614638538645773
   Iteration 88 of 100, tot loss = 4.653675548054955, l1: 0.00010416273587245748, l2: 0.0003612048213571225
   Iteration 89 of 100, tot loss = 4.6532779838261975, l1: 0.00010414967933745552, l2: 0.00036117812164724293
   Iteration 90 of 100, tot loss = 4.650235268804762, l1: 0.00010434970746347163, l2: 0.0003606738218675471
   Iteration 91 of 100, tot loss = 4.650663257955195, l1: 0.00010426625450126377, l2: 0.000360800073914496
   Iteration 92 of 100, tot loss = 4.646868822367295, l1: 0.00010399777127768966, l2: 0.0003606891133012655
   Iteration 93 of 100, tot loss = 4.6632475724784275, l1: 0.00010427550750068559, l2: 0.0003620492521628377
   Iteration 94 of 100, tot loss = 4.655690723277153, l1: 0.0001041086219861717, l2: 0.00036146045269870613
   Iteration 95 of 100, tot loss = 4.637772324210719, l1: 0.00010380039480208468, l2: 0.00035997683988075313
   Iteration 96 of 100, tot loss = 4.660032277305921, l1: 0.00010401724307484983, l2: 0.0003619859870317062
   Iteration 97 of 100, tot loss = 4.656828870478365, l1: 0.00010414373919610222, l2: 0.0003615391502797738
   Iteration 98 of 100, tot loss = 4.657914132488017, l1: 0.00010435807550437653, l2: 0.0003614333401522029
   Iteration 99 of 100, tot loss = 4.634547048144871, l1: 0.00010399698621400565, l2: 0.00035945772098711304
   Iteration 100 of 100, tot loss = 4.624280648231506, l1: 0.00010400328028481454, l2: 0.0003584247869730461

   End of epoch 1151; saving model... 

Epoch 1152 of 2000
   Iteration 1 of 100, tot loss = 4.963721752166748, l1: 0.00010797338472912088, l2: 0.0003883987956214696
   Iteration 2 of 100, tot loss = 4.988709449768066, l1: 0.00010870025653275661, l2: 0.0003901706950273365
   Iteration 3 of 100, tot loss = 4.464706500371297, l1: 9.674951676667358e-05, l2: 0.00034972114372067153
   Iteration 4 of 100, tot loss = 4.034145712852478, l1: 8.838315443426836e-05, l2: 0.00031503141872235574
   Iteration 5 of 100, tot loss = 4.1169756889343265, l1: 8.339730993611738e-05, l2: 0.0003283002675743774
   Iteration 6 of 100, tot loss = 4.0454005400339765, l1: 8.037972778159504e-05, l2: 0.00032416033354820684
   Iteration 7 of 100, tot loss = 3.921161413192749, l1: 7.928418719010162e-05, l2: 0.00031283196169949533
   Iteration 8 of 100, tot loss = 3.899037688970566, l1: 8.261395669251215e-05, l2: 0.000307289819829748
   Iteration 9 of 100, tot loss = 4.135993348227607, l1: 8.970272837258462e-05, l2: 0.00032389661161384237
   Iteration 10 of 100, tot loss = 4.030076408386231, l1: 8.793382876319811e-05, l2: 0.00031507381791016085
   Iteration 11 of 100, tot loss = 4.053560170260343, l1: 8.878656213214113e-05, l2: 0.0003165694612438198
   Iteration 12 of 100, tot loss = 4.259720961252849, l1: 9.361063833542478e-05, l2: 0.00033236146191484295
   Iteration 13 of 100, tot loss = 4.296752489530123, l1: 9.392612320460522e-05, l2: 0.0003357491301498018
   Iteration 14 of 100, tot loss = 4.25958662373679, l1: 9.227258851751685e-05, l2: 0.0003336860775432017
   Iteration 15 of 100, tot loss = 4.292660220464071, l1: 9.374438571588447e-05, l2: 0.0003355216380441561
   Iteration 16 of 100, tot loss = 4.361129000782967, l1: 9.420204241905594e-05, l2: 0.00034191086251667
   Iteration 17 of 100, tot loss = 4.6494702311123115, l1: 9.776926548083258e-05, l2: 0.0003671777607558076
   Iteration 18 of 100, tot loss = 4.856218351258172, l1: 0.00010083056662956046, l2: 0.0003847912699307522
   Iteration 19 of 100, tot loss = 4.932176552320781, l1: 0.0001031046987535726, l2: 0.00039011295685716167
   Iteration 20 of 100, tot loss = 4.895113956928253, l1: 0.00010327095042157452, l2: 0.00038624044609605337
   Iteration 21 of 100, tot loss = 4.836257911863781, l1: 0.00010194767396786206, l2: 0.000381678117611002
   Iteration 22 of 100, tot loss = 4.934690670533613, l1: 0.00010323938410940833, l2: 0.00039022968253861603
   Iteration 23 of 100, tot loss = 4.861130558926126, l1: 0.0001024260048364775, l2: 0.00038368705123581964
   Iteration 24 of 100, tot loss = 4.747653077046077, l1: 0.00010031179484334037, l2: 0.0003744535133591853
   Iteration 25 of 100, tot loss = 4.813128023147583, l1: 0.0001008260044909548, l2: 0.00038048679707571866
   Iteration 26 of 100, tot loss = 4.923813700675964, l1: 0.00010230150082162044, l2: 0.00039007986868874956
   Iteration 27 of 100, tot loss = 4.861563373495032, l1: 0.0001014571099841743, l2: 0.00038469922771953324
   Iteration 28 of 100, tot loss = 4.8265363574028015, l1: 0.00010067911080113845, l2: 0.00038197452522581443
   Iteration 29 of 100, tot loss = 4.845087388466144, l1: 0.00010032460842670969, l2: 0.0003841841314389402
   Iteration 30 of 100, tot loss = 4.967510930697123, l1: 0.00010227077546005603, l2: 0.0003944803194220488
   Iteration 31 of 100, tot loss = 4.960980730672037, l1: 0.00010229446918181625, l2: 0.00039380360601259576
   Iteration 32 of 100, tot loss = 5.034946508705616, l1: 0.00010416173483918101, l2: 0.0003993329182776506
   Iteration 33 of 100, tot loss = 5.041244008324363, l1: 0.00010421528768898553, l2: 0.0003999091162713188
   Iteration 34 of 100, tot loss = 5.084173784536474, l1: 0.00010546249723120127, l2: 0.0004029548829695319
   Iteration 35 of 100, tot loss = 5.033435794285365, l1: 0.00010519599007758578, l2: 0.0003981475913730849
   Iteration 36 of 100, tot loss = 5.009963631629944, l1: 0.00010536459063183024, l2: 0.0003956317745582459
   Iteration 37 of 100, tot loss = 4.972611807488106, l1: 0.00010432587077957578, l2: 0.00039293531232475733
   Iteration 38 of 100, tot loss = 5.05957211318769, l1: 0.00010452688241601113, l2: 0.0004014303309591732
   Iteration 39 of 100, tot loss = 4.997783116805247, l1: 0.00010309428911662112, l2: 0.0003966840248232564
   Iteration 40 of 100, tot loss = 5.005868369340897, l1: 0.0001037755189827294, l2: 0.0003968113196606282
   Iteration 41 of 100, tot loss = 5.00681074072675, l1: 0.00010416956431027956, l2: 0.00039651151249616795
   Iteration 42 of 100, tot loss = 4.9545961164292835, l1: 0.00010331158808271756, l2: 0.0003921480262458014
   Iteration 43 of 100, tot loss = 4.927734602329343, l1: 0.00010283990728609307, l2: 0.00038993355532469185
   Iteration 44 of 100, tot loss = 4.955416262149811, l1: 0.00010393700110646684, l2: 0.00039160462851710196
   Iteration 45 of 100, tot loss = 4.890757677290175, l1: 0.00010286690044773019, l2: 0.000386208870784483
   Iteration 46 of 100, tot loss = 4.899754855943763, l1: 0.0001032363792467589, l2: 0.00038673910919738853
   Iteration 47 of 100, tot loss = 4.910683276805472, l1: 0.00010399795962470346, l2: 0.00038707036985718507
   Iteration 48 of 100, tot loss = 4.881928006807963, l1: 0.00010373534306988101, l2: 0.00038445745910091017
   Iteration 49 of 100, tot loss = 4.892017413158806, l1: 0.0001040198967158937, l2: 0.00038518184589279094
   Iteration 50 of 100, tot loss = 4.851339087486267, l1: 0.00010347769122745376, l2: 0.0003816562189604156
   Iteration 51 of 100, tot loss = 4.858201162487853, l1: 0.0001037632251145802, l2: 0.0003820568926326529
   Iteration 52 of 100, tot loss = 4.824385702610016, l1: 0.0001034471999026629, l2: 0.0003789913719699073
   Iteration 53 of 100, tot loss = 4.870992997907242, l1: 0.00010417622437465602, l2: 0.0003829230774053425
   Iteration 54 of 100, tot loss = 4.851836142716585, l1: 0.00010342251934397845, l2: 0.00038176109686631845
   Iteration 55 of 100, tot loss = 4.873059108040549, l1: 0.0001036777211993467, l2: 0.0003836281920402226
   Iteration 56 of 100, tot loss = 4.933414161205292, l1: 0.00010481493602908034, l2: 0.0003885264819213522
   Iteration 57 of 100, tot loss = 4.946587964108116, l1: 0.00010503895228203761, l2: 0.00038961984580709484
   Iteration 58 of 100, tot loss = 4.988163512328575, l1: 0.00010602318566113887, l2: 0.00039279316792842643
   Iteration 59 of 100, tot loss = 4.944890139466625, l1: 0.00010503316310459306, l2: 0.0003894558531563666
   Iteration 60 of 100, tot loss = 4.939313042163849, l1: 0.00010475622669522029, l2: 0.0003891750801509867
   Iteration 61 of 100, tot loss = 4.933141774818545, l1: 0.00010486681109244676, l2: 0.00038844736943738996
   Iteration 62 of 100, tot loss = 4.914657754282797, l1: 0.00010467762307774635, l2: 0.0003867881553765807
   Iteration 63 of 100, tot loss = 4.936161245618548, l1: 0.00010482753945296512, l2: 0.00038878858830439786
   Iteration 64 of 100, tot loss = 4.93208122253418, l1: 0.00010477655212071113, l2: 0.00038843157335577416
   Iteration 65 of 100, tot loss = 4.909256726044875, l1: 0.00010443979531723576, l2: 0.00038648588054526886
   Iteration 66 of 100, tot loss = 4.877275004531398, l1: 0.00010400235260021873, l2: 0.0003837251508340352
   Iteration 67 of 100, tot loss = 4.837831945561651, l1: 0.00010322368814116483, l2: 0.00038055950926039924
   Iteration 68 of 100, tot loss = 4.860859394073486, l1: 0.00010360074670375873, l2: 0.00038248519537292477
   Iteration 69 of 100, tot loss = 4.8924070717631905, l1: 0.00010405103819431278, l2: 0.0003851896712465374
   Iteration 70 of 100, tot loss = 4.918157924924578, l1: 0.00010440135437030611, l2: 0.0003874144402548804
   Iteration 71 of 100, tot loss = 4.923213676667549, l1: 0.0001045137465091973, l2: 0.000387807623245491
   Iteration 72 of 100, tot loss = 4.902442187070847, l1: 0.00010419023338828184, l2: 0.0003860539875151719
   Iteration 73 of 100, tot loss = 4.874013753786479, l1: 0.00010377337796492375, l2: 0.00038362799945115177
   Iteration 74 of 100, tot loss = 4.85614174121135, l1: 0.00010326501944439008, l2: 0.00038234915681076363
   Iteration 75 of 100, tot loss = 4.833530400594076, l1: 0.00010285044632231196, l2: 0.0003805025959930693
   Iteration 76 of 100, tot loss = 4.835066977300142, l1: 0.00010320654626794796, l2: 0.0003803001537131709
   Iteration 77 of 100, tot loss = 4.803402197825444, l1: 0.00010272975562763243, l2: 0.00037761046622982613
   Iteration 78 of 100, tot loss = 4.798546500695058, l1: 0.00010267871085745402, l2: 0.00037717594088276086
   Iteration 79 of 100, tot loss = 4.80647937859161, l1: 0.00010264526470195903, l2: 0.00037800267473588213
   Iteration 80 of 100, tot loss = 4.823233631253243, l1: 0.00010276011335008661, l2: 0.00037956325159029804
   Iteration 81 of 100, tot loss = 4.863483361255976, l1: 0.00010358040028087864, l2: 0.00038276793759310456
   Iteration 82 of 100, tot loss = 4.8435018295195045, l1: 0.00010337773337818274, l2: 0.00038097245123935863
   Iteration 83 of 100, tot loss = 4.844184622707137, l1: 0.00010347486973644784, l2: 0.0003809435943531501
   Iteration 84 of 100, tot loss = 4.839537291299729, l1: 0.00010353876955161381, l2: 0.00038041496130366187
   Iteration 85 of 100, tot loss = 4.863896128710579, l1: 0.00010390696843387559, l2: 0.000382482646519373
   Iteration 86 of 100, tot loss = 4.8639610922613805, l1: 0.00010400606883787226, l2: 0.0003823900423053284
   Iteration 87 of 100, tot loss = 4.856793551609434, l1: 0.00010400280943836204, l2: 0.0003816765475812122
   Iteration 88 of 100, tot loss = 4.871863674033772, l1: 0.00010450549945579206, l2: 0.0003826808700647565
   Iteration 89 of 100, tot loss = 4.863368205809861, l1: 0.00010448711487043419, l2: 0.00038184970797149444
   Iteration 90 of 100, tot loss = 4.861106411616007, l1: 0.00010465986957165619, l2: 0.00038145077366304273
   Iteration 91 of 100, tot loss = 4.848603623253958, l1: 0.0001046396766349182, l2: 0.0003802206875451912
   Iteration 92 of 100, tot loss = 4.858026807722838, l1: 0.00010470416719212865, l2: 0.0003810985152718469
   Iteration 93 of 100, tot loss = 4.870978855317639, l1: 0.00010483834577376344, l2: 0.000382259541149852
   Iteration 94 of 100, tot loss = 4.864946946184686, l1: 0.00010486243155220166, l2: 0.00038163226417964324
   Iteration 95 of 100, tot loss = 4.840249992671766, l1: 0.00010450709508548147, l2: 0.00037951790513225686
   Iteration 96 of 100, tot loss = 4.86077972004811, l1: 0.00010481622477224543, l2: 0.0003812617478615721
   Iteration 97 of 100, tot loss = 4.889017864600899, l1: 0.00010521743665917383, l2: 0.00038368435013684033
   Iteration 98 of 100, tot loss = 4.899905216937163, l1: 0.00010543808375772716, l2: 0.0003845524381399535
   Iteration 99 of 100, tot loss = 4.90585631312746, l1: 0.00010553638437866337, l2: 0.0003850492472393495
   Iteration 100 of 100, tot loss = 4.889899220466614, l1: 0.00010509690931939986, l2: 0.00038389301305869595

   End of epoch 1152; saving model... 

Epoch 1153 of 2000
   Iteration 1 of 100, tot loss = 2.4083189964294434, l1: 7.063446537358686e-05, l2: 0.00017019742517732084
   Iteration 2 of 100, tot loss = 4.416297674179077, l1: 0.00011490298857097514, l2: 0.00032672678935341537
   Iteration 3 of 100, tot loss = 4.9776506423950195, l1: 0.00011539436673047021, l2: 0.00038237070354322594
   Iteration 4 of 100, tot loss = 4.861953973770142, l1: 0.00011779063606809359, l2: 0.00036840476968791336
   Iteration 5 of 100, tot loss = 5.4672853469848635, l1: 0.00012674130994128063, l2: 0.00041998722590506075
   Iteration 6 of 100, tot loss = 5.462419907251994, l1: 0.00012115402326647502, l2: 0.00042508797196205705
   Iteration 7 of 100, tot loss = 5.387444087437221, l1: 0.00011907676110110645, l2: 0.0004196676517104996
